show_id,title,genre,language,release_year,content_type,season,episode
S0963,Good Night,Romance,Tamil,2025,Movie,1,1
S0964,RRR,Romance,Telugu,2022,Movie,1,1
S0965,Suzhal,Action,Tamil,2021,Movie,1,1
S0966,Jailer,Action,Tamil,2024,Series,2,6
S0967,Leo,Comedy,Tamil,2025,Movie,1,1
S0968,Leo,Thriller,Telugu,2021,Movie,1,1
S0969,Jailer,Drama,Tamil,2023,Movie,1,1
S0970,Vikram,Drama,Tamil,2024,Movie,1,1
S0971,RRR,Action,Tamil,2022,Series,2,7
S0972,Vikram,Action,Tamil,2023,Movie,1,1
S0973,RRR,Action,Telugu,2025,Movie,1,1
S0974,Jailer,Action,Telugu,2019,Movie,1,1
S0975,Save the Tigers,Action,Telugu,2024,Movie,1,1
S0976,Pushpa,Romance,Tamil,2023,Series,1,6
S0977,Suzhal,Thriller,Tamil,2019,Movie,1,1
S0978,RRR,Action,Tamil,2024,Movie,1,1
S0979,Vikram ,Action,Telugu,2019,Movie,1,1
S0980,Jailer,Action,Tamil,2023,Movie,1,1
S0981,Hi Nanna,Thriller,Tamil,2024,Series,1,5
S0982,Vikram,Romance,Telugu,2024,Movie,1,1
S0983,Vikram,Action,Tamil,2018,Movie,1,1
S0984,Leo,Comedy,Telugu,2024,Movie,1,1
S0985,RRR,Action,Telugu,2024,Movie,1,1
S0986,Suzhal,Thriller,Telugu,2023,Series,2,5
S0987,RRR,Romance,Tamil,2021,Movie,1,1
S0988,Vikram,Action,Tamil,2024,Movie,1,1
S0989,Hi Nanna,Romance,Tamil,2023,Movie,1,1
S0990,Master,Thriller,Tamil,2022,Movie,1,1
S0991,Leo,Action,Telugu,2020,Series,1,4
S0992,Hi Nanna,Romance,Telugu,2023,Movie,1,1
S0993,Suzhal,Action,Telugu,2018,Movie,1,1
S0994,Good Night,Thriller,Tamil,2025,Movie,1,1
S0995,Suzhal ,Drama,Tamil,2022,Movie,1,1
S0996,Save the Tigers,Action,Tamil,2025,Series,1,4
S0997,Save the Tigers,Comedy,Telugu,2019,Movie,1,1
S0998,Jailer,Romance,Tamil,2021,Movie,1,1
S0999,Jailer,Action,Telugu,2022,Movie,1,1
S1000,Vikram,Action,Telugu,2020,Movie,1,1
