view_id,user_id,show_id,duration_watched,watch_date,completion_percentage
V007819,U01458,S0362,500.0,2024-09-23,49.0
V007820,U00771,S0376,143.0,2025-01-28,28.0
V007821,U01761,S0522,500.0,2024-05-15,62.0
V007822,U00404,S0134,500.0,2024-05-23,86.0
V007823,U01427,S0652,500.0,2024-06-14,68.0
V007824,U01297,S0429,500.0,2024-08-14,74.0
V007825,U01826,S0309,196.0,2024-09-21,54.0
V007826,U00783,S0690,500.0,2025-02-05,20.0
V007827,U01904,S0441,168.0,2025-06-20,48.0
V007828,U00215,S0153,113.0,2024-12-27,55.0
V007829,U00058,S0085,500.0,2025-05-03,27.0
V007830,U01778,S0819,9.0,2024-08-06,46.0
V007831,U01555,S0699,500.0,2024-08-05,91.0
V007832,U01863,S0800,500.0,2025-03-02,62.0
V007833,U00027,S0308,218.0,2025-03-28,22.0
V007834,U00217,S0957,500.0,2025-04-19,17.0
V007835,U00881,S0058,219.0,2025-01-15,87.0
V007836,U00191,S0640,205.0,2024-10-03,77.0
V007837,U00766,S0644,41.0,2025-03-14,32.0
V007838,U00587,S0958,58.0,2024-05-31,97.0
V007839,U00985,S0495,138.0,2024-12-26,26.0
V007840,U01255,S0903,80.0,2024-08-28,70.0
V007841,U01220,S0857,203.0,2024-03-13,99.0
V007842,U00187,S0015,500.0,2024-06-16,21.0
V007843,U01743,S0314,148.0,2024-12-09,82.0
V007844,U01861,S0847,80.0,2024-08-23,52.0
V007845,U01309,S0537,500.0,2024-06-20,96.0
V007846,U01893,S0567,118.0,2025-03-04,95.0
V007847,U01055,S0184,153.0,2025-03-22,56.0
V007848,U01397,S0457,152.0,2024-09-01,47.0
V007849,U00190,S0996,500.0,2024-04-04,78.0
V007850,U00114,S0423,83.0,2024-07-23,53.0
V007851,U01843,S0676,107.0,2025-11-02,86.0
V007852,U01083,S0128,500.0,2024-03-22,71.0
V007853,U01682,S0836,500.0,2024-09-14,73.0
V007854,U01336,S0675,500.0,2024-08-28,27.0
V007855,U01224,S0065,34.0,2024-05-28,91.0
V007856,U01408,S0385,214.0,2024-01-14,28.0
V007857,U00306,S0315,500.0,2024-10-02,61.0
V007858,U00384,S0955,209.0,2024-09-17,85.0
V007859,U01585,S0789,56.0,2024-09-24,70.0
V007860,U00276,S0119,151.0,2024-10-22,14.0
V007861,U00086,S0310,500.0,2025-09-01,96.0
V007862,U00935,S0830,500.0,2024-04-14,86.0
V007863,U01051,S0150,500.0,2024-07-18,34.0
V007864,U01950,S0435,500.0,2024-02-16,87.0
V007865,U01868,S0980,149.0,2024-05-05,74.0
V007866,U01654,S0188,110.0,2024-09-15,27.0
V007867,U01505,S0300,174.0,2024-07-21,51.0
V007868,U01290,S0893,51.0,2024-02-03,52.0
V007869,U00668,S0722,21.0,2025-05-19,84.0
V007870,U00796,S0120,500.0,2025-03-23,20.0
V007871,U00508,S0821,112.0,2025-03-10,89.0
V007872,U00715,S0179,500.0,2024-01-13,83.0
V007873,U01562,S0734,500.0,2024-08-05,64.0
V007874,U00012,S0229,184.0,2025-01-04,50.0
V007875,U01517,S0675,500.0,2025-06-19,45.0
V007876,U01818,S0574,500.0,2024-01-24,86.0
V007877,U01629,S0003,500.0,2025-03-29,82.0
V007878,U01159,S0137,129.0,2024-10-28,66.0
V007879,U01127,S0870,500.0,2025-05-29,59.0
V007880,U01347,S0646,500.0,2024-01-19,17.0
V007881,U01595,S0329,164.0,2025-05-18,95.0
V007882,U00766,S0712,128.0,2024-06-18,95.0
V007883,U01323,S0735,20.0,2025-05-14,55.0
V007884,U00192,S0932,188.0,2024-12-14,100.0
V007885,U00605,S0654,500.0,2024-02-08,85.0
V007886,U00904,S0566,24.0,2024-01-15,30.0
V007887,U00709,S0035,500.0,2024-10-03,27.0
V007888,U01263,S0177,117.0,2024-02-18,71.0
V007889,U01132,S0275,500.0,2024-12-09,64.0
V007890,U01136,S0290,500.0,2024-06-05,95.0
V007891,U01492,S0185,35.0,2024-04-20,63.0
V007892,U00710,S0203,179.0,2025-06-03,94.0
V007893,U00982,S0953,219.0,2024-11-14,99.0
V007894,U01055,S0149,500.0,2024-05-11,33.0
V007895,U01402,S0317,500.0,2024-01-28,95.0
V007896,U01805,S0964,500.0,2025-04-22,74.0
V007897,U00421,S0788,500.0,2025-01-21,52.0
V007898,U00100,S0244,500.0,2024-08-28,12.0
V007899,U00614,S0876,189.0,2025-03-31,77.0
V007900,U00711,S0547,500.0,2025-01-18,78.0
V007901,U01344,S0698,147.0,2025-01-18,40.0
V007902,U00756,S0928,193.0,2024-03-16,74.0
V007903,U00628,S0329,182.0,2024-03-01,37.0
V007904,U01982,S0897,500.0,2024-11-01,26.0
V007905,U00264,S0861,185.0,2025-11-04,56.0
V007906,U00238,S0527,500.0,2024-04-05,67.0
V007907,U01843,S0690,134.0,2024-02-05,75.0
V007908,U01670,S0993,500.0,2025-01-06,21.0
V007909,U01534,S0063,500.0,2025-04-26,77.0
V007910,U01212,S0529,17.0,2024-03-25,57.0
V007911,U00426,S0552,205.0,2024-02-10,26.0
V007912,U01518,S0901,500.0,2025-08-05,33.0
V007913,U01012,S0697,500.0,2024-01-24,56.0
V007914,U00311,S0528,500.0,2025-02-12,50.0
V007915,U00643,S0516,500.0,2024-02-03,64.0
V007916,U01741,S0638,52.0,2024-08-14,87.0
V007917,U01894,S0393,500.0,2025-05-08,79.0
V007918,U00580,S0239,41.0,2024-12-01,86.0
V007919,U00363,S0580,500.0,2024-03-26,87.0
V007920,U01646,S0985,500.0,2024-04-05,62.0
V007921,U00342,S0061,164.0,2025-01-01,81.0
V007922,U00997,S0295,500.0,2025-04-18,13.0
V007923,U00985,S0929,500.0,2024-11-29,94.0
V007924,U00739,S0091,32.0,2024-03-13,29.0
V007925,U00328,S0787,500.0,2024-05-07,27.0
V007926,U00424,S0558,158.0,2025-09-06,24.0
V007927,U01718,S0162,500.0,2024-02-29,90.0
V007928,U01509,S0332,199.0,2025-01-24,26.0
V007929,U01487,S0578,168.0,2025-02-18,57.0
V007930,U00073,S0615,500.0,2025-06-19,62.0
V007931,U01115,S0600,104.0,2024-11-01,56.0
V007932,U00871,S0715,64.0,2024-03-20,44.0
V007933,U00871,S0479,79.0,2024-08-16,32.0
V007934,U01602,S0982,169.0,2024-07-21,96.0
V007935,U00596,S0951,500.0,2025-05-21,12.0
V007936,U01791,S0654,219.0,2024-04-25,93.0
V007937,U00141,S0374,500.0,2024-04-15,95.0
V007938,U01283,S0598,164.0,2025-04-19,67.0
V007939,U01804,S0109,88.0,2025-06-13,76.0
V007940,U01325,S0285,69.0,2024-02-01,27.0
V007941,U00212,S0801,500.0,2024-03-14,69.0
V007942,U01071,S0807,132.0,2024-11-14,54.0
V007943,U01956,S0871,500.0,2024-07-04,56.0
V007944,U00012,S0532,500.0,2024-07-17,81.0
V007945,U01535,S0602,500.0,2025-03-13,35.0
V007946,U01001,S0622,500.0,2024-09-14,58.0
V007947,U00166,S0166,93.0,2024-01-22,59.0
V007948,U01819,S0574,80.0,2024-03-07,80.0
V007949,U00346,S0938,118.0,2025-04-18,77.0
V007950,U01810,S0611,500.0,2025-04-26,43.0
V007951,U00677,S0982,9.0,2024-02-04,18.0
V007952,U00668,S0527,500.0,2025-02-21,77.0
V007953,U00160,S0093,32.0,2025-02-24,46.0
V007954,U00518,S0971,184.0,2024-09-01,45.0
V007955,U00566,S0480,219.0,2025-04-26,72.0
V007956,U00369,S0750,214.0,2025-01-06,39.0
V007957,U00419,S0850,500.0,2024-07-03,93.0
V007958,U01317,S0214,126.0,2025-01-13,86.0
V007959,U00640,S0072,110.0,2024-02-23,63.0
V007960,U01504,S0233,500.0,2024-01-14,93.0
V007961,U00775,S0832,176.0,2024-08-25,86.0
V007962,U00025,S0474,500.0,2024-06-03,80.0
V007963,U00987,S0980,500.0,2025-05-04,61.0
V007964,U01713,S0642,64.0,2024-01-24,26.0
V007965,U00815,S0060,500.0,2024-09-01,97.0
V007966,U00846,S0558,139.0,2025-06-02,76.0
V007967,U00006,S0205,500.0,2024-07-02,80.0
V007968,U00091,S0786,139.0,2024-11-28,38.0
V007969,U01964,S0312,149.0,2024-08-13,47.0
V007970,U00938,S0480,500.0,2024-05-07,37.0
V007971,U00324,S0569,8.0,2024-06-12,60.0
V007972,U00969,S0975,500.0,2024-12-03,87.0
V007973,U01105,S0068,143.0,2024-05-03,37.0
V007974,U00615,S0323,500.0,2025-04-22,75.0
V007975,U00787,S0975,38.0,2024-09-07,56.0
V007976,U00864,S0730,26.0,2024-09-29,73.0
V007977,U00491,S0178,500.0,2024-01-27,96.0
V007978,U00958,S0737,26.0,2024-02-07,89.0
V007979,U01788,S0756,500.0,2025-02-16,56.0
V007980,U00278,S0712,500.0,2025-06-14,55.0
V007981,U01785,S0111,500.0,2025-06-15,65.0
V007982,U01900,S0749,500.0,2024-05-26,60.0
V007983,U01948,S0648,218.0,2025-02-07,85.0
V007984,U01032,S0880,500.0,2025-06-21,92.0
V007985,U01154,S0313,500.0,2024-11-05,38.0
V007986,U00444,S0010,500.0,2024-08-07,70.0
V007987,U01026,S0540,219.0,2024-08-23,90.0
V007988,U00595,S0406,500.0,2024-03-27,96.0
V007989,U00679,S0225,120.0,2024-03-08,59.0
V007990,U01101,S0102,108.0,2024-01-09,47.0
V007991,U00287,S0938,500.0,2025-07-06,71.0
V007992,U01109,S0154,500.0,2024-12-03,93.0
V007993,U00661,S0302,63.0,2025-04-02,90.0
V007994,U00268,S0689,36.0,2025-05-15,37.0
V007995,U01256,S0469,500.0,2024-09-06,78.0
V007996,U00037,S0170,169.0,2024-03-05,47.0
V007997,U01403,S0221,500.0,2025-05-28,15.0
V007998,U01453,S0267,500.0,2024-12-23,56.0
V007999,U00224,S0921,500.0,2025-12-01,41.0
V008000,U01308,S0097,500.0,2025-09-06,52.0
V008001,U00674,S0646,11.0,2024-12-30,43.0
V008002,U00190,S0116,500.0,2024-11-09,44.0
V008003,U01528,S0106,500.0,2024-11-07,63.0
V008004,U01067,S0005,17.0,2025-05-03,60.0
V008005,U00353,S0689,51.0,2025-07-03,89.0
V008006,U00494,S0276,34.0,2025-02-18,35.0
V008007,U01734,S0035,116.0,2024-12-04,96.0
V008008,U01021,S0787,144.0,2024-05-31,98.0
V008009,U01368,S0377,58.0,2024-04-17,18.0
V008010,U01803,S0927,121.0,2025-02-26,66.0
V008011,U00433,S0845,500.0,2025-03-16,81.0
V008012,U00979,S0241,500.0,2025-03-31,17.0
V008013,U01806,S0594,500.0,2024-10-09,43.0
V008014,U00934,S0741,500.0,2024-04-10,21.0
V008015,U00279,S0933,16.0,2024-12-27,50.0
V008016,U01862,S0033,500.0,2024-07-31,97.0
V008017,U00841,S0671,168.0,2024-04-16,38.0
V008018,U00786,S0857,500.0,2024-04-18,56.0
V008019,U00123,S0217,500.0,2024-10-17,82.0
V008020,U01460,S0384,500.0,2025-01-27,43.0
V008021,U00273,S0457,179.0,2025-05-04,56.0
V008022,U00333,S0145,197.0,2025-01-14,81.0
V008023,U00367,S0506,166.0,2024-01-08,58.0
V008024,U00284,S0637,34.0,2025-03-30,62.0
V008025,U00900,S0239,90.0,2024-05-08,51.0
V008026,U00712,S0779,500.0,2024-06-20,56.0
V008027,U01420,S0308,77.0,2025-04-20,86.0
V008028,U00803,S0514,500.0,2025-02-03,61.0
V008029,U01652,S0653,48.0,2024-11-19,35.0
V008030,U00468,S0222,21.0,2024-12-15,83.0
V008031,U01968,S0292,500.0,2025-09-06,58.0
V008032,U01118,S0488,500.0,2024-05-01,20.0
V008033,U00327,S0014,500.0,2025-02-21,84.0
V008034,U00148,S0665,500.0,2024-12-14,11.0
V008035,U00330,S0778,127.0,2025-01-27,48.0
V008036,U00693,S0506,500.0,2025-08-05,46.0
V008037,U00662,S0917,500.0,2024-07-14,66.0
V008038,U01302,S0241,106.0,2025-02-08,62.0
V008039,U00625,S0727,500.0,2025-06-13,40.0
V008040,U00996,S0904,500.0,2025-08-03,12.0
V008041,U01510,S0610,500.0,2024-02-28,26.0
V008042,U00467,S0756,500.0,2025-06-02,69.0
V008043,U01444,S0198,59.0,2025-06-17,34.0
V008044,U01508,S0777,500.0,2024-06-28,21.0
V008045,U01218,S0629,100.0,2024-11-19,49.0
V008046,U01110,S0432,63.0,2024-08-03,78.0
V008047,U00133,S0893,500.0,2025-06-18,25.0
V008048,U01047,S0995,500.0,2024-10-15,90.0
V008049,U01764,S0895,500.0,2024-09-08,98.0
V008050,U00462,S0036,210.0,2024-05-18,25.0
V008051,U01434,S0192,500.0,2024-06-30,44.0
V008052,U01981,S0266,156.0,2024-08-10,89.0
V008053,U01703,S0444,500.0,2025-01-31,81.0
V008054,U00380,S0443,181.0,2025-08-03,92.0
V008055,U00649,S0954,500.0,2024-10-25,92.0
V008056,U01419,S0175,22.0,2025-06-04,45.0
V008057,U00643,S0569,500.0,2024-12-31,96.0
V008058,U00040,S0717,500.0,2025-01-27,94.0
V008059,U01607,S0140,219.0,2024-07-26,88.0
V008060,U01663,S0144,500.0,2024-10-12,31.0
V008061,U00182,S0425,24.0,2024-02-24,91.0
V008062,U01173,S0708,14.0,2025-05-31,44.0
V008063,U01393,S0650,500.0,2025-11-04,45.0
V008064,U00639,S0142,68.0,2025-03-19,35.0
V008065,U01134,S0306,500.0,2024-08-11,67.0
V008066,U01790,S0826,500.0,2024-09-14,42.0
V008067,U01377,S0627,205.0,2024-10-17,91.0
V008068,U01280,S0114,500.0,2024-04-04,97.0
V008069,U01453,S0095,500.0,2024-02-04,56.0
V008070,U01943,S0250,500.0,2024-11-09,40.0
V008071,U01350,S0952,113.0,2024-08-14,20.0
V008072,U00409,S0839,500.0,2025-01-24,71.0
V008073,U01893,S0080,500.0,2024-03-03,73.0
V008074,U01364,S0764,500.0,2024-08-03,18.0
V008075,U01440,S0502,500.0,2024-09-04,54.0
V008076,U00655,S0549,219.0,2024-09-26,30.0
V008077,U01759,S0170,150.0,2024-10-02,37.0
V008078,U01850,S0477,219.0,2025-03-16,30.0
V008079,U00545,S0306,500.0,2025-11-01,57.0
V008080,U01498,S0060,22.0,2024-06-10,47.0
V008081,U01044,S0193,65.0,2024-08-23,41.0
V008082,U01091,S0737,500.0,2025-03-17,64.0
V008083,U01744,S0164,500.0,2024-05-01,43.0
V008084,U01460,S0470,65.0,2024-09-26,56.0
V008085,U00264,S0970,500.0,2024-04-20,77.0
V008086,U01371,S0212,500.0,2025-08-01,58.0
V008087,U00397,S0354,22.0,2024-05-24,96.0
V008088,U00423,S0030,500.0,2024-05-26,63.0
V008089,U01992,S0960,135.0,2024-06-27,58.0
V008090,U01093,S0414,22.0,2024-06-27,54.0
V008091,U00770,S0110,500.0,2024-05-25,13.0
V008092,U01346,S0262,500.0,2024-01-27,56.0
V008093,U00580,S0296,152.0,2025-07-05,91.0
V008094,U01323,S0973,187.0,2025-04-21,54.0
V008095,U01089,S0024,500.0,2024-11-29,91.0
V008096,U00774,S0126,97.0,2024-06-25,79.0
V008097,U00518,S0235,500.0,2024-07-13,55.0
V008098,U01222,S0838,47.0,2024-01-02,42.0
V008099,U01483,S0025,500.0,2025-04-06,83.0
V008100,U01082,S0832,122.0,2024-02-20,56.0
V008101,U00763,S0319,179.0,2024-04-29,78.0
V008102,U01087,S0169,102.0,2024-11-14,86.0
V008103,U01124,S0709,500.0,2024-05-15,70.0
V008104,U00281,S0031,139.0,2024-06-19,41.0
V008105,U01143,S0289,117.0,2024-11-15,46.0
V008106,U01981,S0111,500.0,2024-07-31,45.0
V008107,U01753,S0107,500.0,2024-04-17,30.0
V008108,U00017,S0873,500.0,2024-04-30,95.0
V008109,U01451,S0264,132.0,2024-02-11,83.0
V008110,U01691,S0166,500.0,2025-03-23,29.0
V008111,U00830,S0007,500.0,2024-08-05,56.0
V008112,U01407,S0892,131.0,2024-03-12,82.0
V008113,U01331,S0083,500.0,2024-05-30,44.0
V008114,U01933,S0577,500.0,2024-07-23,15.0
V008115,U00012,S0300,500.0,2025-03-10,84.0
V008116,U01827,S0463,129.0,2024-04-09,56.0
V008117,U00001,S0264,114.0,2024-08-17,71.0
V008118,U01853,S0554,500.0,2025-03-22,71.0
V008119,U00800,S0350,500.0,2025-04-27,67.0
V008120,U01710,S0322,219.0,2024-02-16,75.0
V008121,U00719,S0985,148.0,2024-01-28,100.0
V008122,U00067,S0554,83.0,2024-06-10,96.0
V008123,U00513,S0550,146.0,2025-06-23,74.0
V008124,U01011,S0647,181.0,2024-06-08,91.0
V008125,U01035,S0766,38.0,2024-09-04,62.0
V008126,U00048,S0743,500.0,2025-04-08,63.0
V008127,U01902,S0541,159.0,2025-03-24,19.0
V008128,U00529,S0509,216.0,2024-07-25,81.0
V008129,U00648,S0174,500.0,2024-05-09,84.0
V008130,U00066,S0227,126.0,2025-05-20,16.0
V008131,U01530,S0537,118.0,2025-05-18,87.0
V008132,U01094,S0524,91.0,2025-02-22,77.0
V008133,U00959,S0412,500.0,2024-10-25,95.0
V008134,U01111,S0366,500.0,2025-01-24,60.0
V008135,U01023,S0971,77.0,2024-12-09,75.0
V008136,U01203,S0294,178.0,2024-08-30,71.0
V008137,U01313,S0116,137.0,2025-02-20,81.0
V008138,U01350,S0260,500.0,2024-09-28,63.0
V008139,U00405,S0926,500.0,2024-11-02,18.0
V008140,U00557,S0291,500.0,2024-03-30,58.0
V008141,U00420,S0490,90.0,2024-05-02,55.0
V008142,U01307,S0906,219.0,2024-05-02,82.0
V008143,U00517,S0139,500.0,2025-06-19,35.0
V008144,U00301,S0480,165.0,2025-02-02,78.0
V008145,U00968,S0908,115.0,2024-04-09,50.0
V008146,U01108,S0174,500.0,2025-05-31,97.0
V008147,U01219,S0362,500.0,2025-08-01,51.0
V008148,U00058,S0287,113.0,2024-03-07,56.0
V008149,U00685,S0554,500.0,2024-09-27,42.0
V008150,U00940,S0711,500.0,2024-02-18,83.0
V008151,U01854,S0447,79.0,2024-12-11,52.0
V008152,U00839,S0655,176.0,2024-11-12,65.0
V008153,U00848,S0443,219.0,2025-02-02,53.0
V008154,U00194,S0546,500.0,2024-09-02,13.0
V008155,U01965,S0332,121.0,2024-12-15,32.0
V008156,U01266,S0361,500.0,2024-01-29,21.0
V008157,U00351,S0135,500.0,2025-10-06,64.0
V008158,U00776,S0774,184.0,2024-03-10,29.0
V008159,U00874,S0509,45.0,2024-04-17,74.0
V008160,U01640,S0027,187.0,2025-03-12,92.0
V008161,U00092,S0870,500.0,2024-12-20,25.0
V008162,U00247,S0343,500.0,2024-07-22,10.0
V008163,U01476,S0497,17.0,2024-12-25,62.0
V008164,U00533,S0759,171.0,2024-02-22,31.0
V008165,U00770,S0103,106.0,2024-01-22,66.0
V008166,U00442,S0580,10.0,2025-03-12,63.0
V008167,U00040,S0224,500.0,2024-08-26,62.0
V008168,U00638,S0418,186.0,2024-12-22,43.0
V008169,U01268,S0124,214.0,2024-08-26,13.0
V008170,U00346,S0766,48.0,2024-06-05,80.0
V008171,U01161,S0343,500.0,2024-01-23,99.0
V008172,U00425,S0009,500.0,2024-09-18,20.0
V008173,U00264,S0552,500.0,2024-02-02,81.0
V008174,U01960,S0433,500.0,2024-05-31,92.0
V008175,U00353,S0413,500.0,2025-05-18,18.0
V008176,U00897,S0780,500.0,2025-03-09,74.0
V008177,U01066,S0279,192.0,2024-08-02,23.0
V008178,U00001,S0141,500.0,2024-06-24,12.0
V008179,U00921,S0309,500.0,2025-06-22,45.0
V008180,U01237,S0818,500.0,2024-09-08,95.0
V008181,U01049,S0141,158.0,2025-05-01,83.0
V008182,U01112,S0454,184.0,2024-09-19,12.0
V008183,U01569,S0132,63.0,2024-04-15,69.0
V008184,U00439,S0129,54.0,2024-11-26,54.0
V008185,U00732,S0994,38.0,2025-04-04,27.0
V008186,U00318,S0613,500.0,2024-02-25,83.0
V008187,U01293,S0386,500.0,2024-07-21,11.0
V008188,U01010,S0007,500.0,2025-02-01,39.0
V008189,U00211,S0683,500.0,2024-10-06,89.0
V008190,U00306,S0519,71.0,2024-07-17,56.0
V008191,U00447,S0081,500.0,2024-12-23,40.0
V008192,U00036,S0683,141.0,2024-12-14,50.0
V008193,U00296,S0109,80.0,2025-05-14,42.0
V008194,U01333,S0994,500.0,2024-10-30,97.0
V008195,U01108,S0001,500.0,2024-09-02,94.0
V008196,U00683,S0659,43.0,2024-12-30,83.0
V008197,U00155,S0428,76.0,2024-07-21,54.0
V008198,U00874,S0980,176.0,2025-06-14,71.0
V008199,U00013,S0967,500.0,2024-11-11,47.0
V008200,U00322,S0140,109.0,2025-08-06,35.0
V008201,U00269,S0596,139.0,2024-02-15,90.0
V008202,U00702,S0468,500.0,2025-05-26,98.0
V008203,U00313,S0298,500.0,2024-01-28,87.0
V008204,U00424,S0820,194.0,2024-12-06,39.0
V008205,U00811,S0407,65.0,2025-05-13,14.0
V008206,U00714,S0517,138.0,2024-01-28,22.0
V008207,U00435,S0559,149.0,2024-01-03,11.0
V008208,U01920,S0723,500.0,2025-04-16,35.0
V008209,U01351,S0956,136.0,2024-02-23,12.0
V008210,U01619,S0897,194.0,2025-11-04,76.0
V008211,U00428,S0424,500.0,2024-04-21,58.0
V008212,U00087,S0502,500.0,2025-02-03,21.0
V008213,U00321,S0987,5.0,2025-04-27,45.0
V008214,U01017,S0806,500.0,2024-11-17,22.0
V008215,U00385,S0481,500.0,2024-10-30,100.0
V008216,U01350,S0681,500.0,2024-11-07,48.0
V008217,U00938,S0832,500.0,2024-10-20,63.0
V008218,U00728,S0024,191.0,2025-03-16,57.0
V008219,U00124,S0097,500.0,2024-06-06,42.0
V008220,U00501,S0099,152.0,2024-07-18,95.0
V008221,U00171,S0848,500.0,2024-12-25,42.0
V008222,U01454,S0298,179.0,2024-02-03,23.0
V008223,U01341,S0836,500.0,2024-01-22,72.0
V008224,U01800,S0644,500.0,2024-10-11,12.0
V008225,U00944,S0588,31.0,2024-03-23,44.0
V008226,U00170,S0289,500.0,2024-01-04,33.0
V008227,U00759,S0548,500.0,2025-01-27,98.0
V008228,U00612,S0789,500.0,2024-01-13,66.0
V008229,U01824,S0704,500.0,2025-06-03,98.0
V008230,U00081,S0906,126.0,2024-11-22,73.0
V008231,U01469,S0638,500.0,2024-03-12,42.0
V008232,U01378,S0788,175.0,2024-02-26,29.0
V008233,U01850,S0110,500.0,2024-03-17,14.0
V008234,U00717,S0510,191.0,2025-03-02,61.0
V008235,U01259,S0317,500.0,2025-03-14,30.0
V008236,U01030,S0594,197.0,2024-03-05,27.0
V008237,U01635,S0028,125.0,2024-08-21,86.0
V008238,U01592,S0872,500.0,2024-09-05,51.0
V008239,U00317,S0012,94.0,2025-05-20,27.0
V008240,U01150,S0733,121.0,2024-03-08,15.0
V008241,U01186,S0323,62.0,2024-07-11,51.0
V008242,U01835,S0294,208.0,2024-02-10,79.0
V008243,U01133,S0906,51.0,2024-09-14,56.0
V008244,U00294,S0338,500.0,2024-04-05,94.0
V008245,U01649,S0607,110.0,2024-06-25,32.0
V008246,U01630,S0154,500.0,2024-10-14,47.0
V008247,U01812,S0179,500.0,2024-07-01,63.0
V008248,U00339,S0631,64.0,2025-06-15,44.0
V008249,U00982,S0328,197.0,2024-02-16,19.0
V008250,U00146,S0664,11.0,2024-08-27,32.0
V008251,U01930,S0469,500.0,2024-04-25,75.0
V008252,U00336,S0179,191.0,2025-01-08,38.0
V008253,U00421,S0205,210.0,2025-04-19,79.0
V008254,U01187,S0378,500.0,2025-10-02,74.0
V008255,U00792,S0390,500.0,2025-04-02,56.0
V008256,U00524,S0585,116.0,2025-06-15,25.0
V008257,U00211,S0514,500.0,2025-05-18,75.0
V008258,U00595,S0509,148.0,2025-05-28,85.0
V008259,U01363,S0523,500.0,2024-05-15,65.0
V008260,U00784,S0054,500.0,2025-11-06,64.0
V008261,U01860,S0087,69.0,2024-03-19,50.0
V008262,U01033,S0779,500.0,2025-04-04,93.0
V008263,U00642,S0324,175.0,2024-02-23,61.0
V008264,U00323,S0824,500.0,2025-01-16,36.0
V008265,U01201,S0512,209.0,2024-05-03,43.0
V008266,U01831,S0656,153.0,2024-04-06,59.0
V008267,U01417,S0676,54.0,2024-10-08,78.0
V008268,U01670,S0361,40.0,2024-07-11,40.0
V008269,U01317,S0659,500.0,2024-09-15,82.0
V008270,U00600,S0161,72.0,2025-03-15,61.0
V008271,U00473,S0063,219.0,2025-10-04,90.0
V008272,U00829,S0382,54.0,2024-07-27,53.0
V008273,U00088,S0441,163.0,2024-12-04,13.0
V008274,U00861,S0601,500.0,2024-12-31,73.0
V008275,U00620,S0921,500.0,2024-01-22,34.0
V008276,U01161,S0384,500.0,2024-04-16,84.0
V008277,U01838,S0385,94.0,2025-04-19,12.0
V008278,U00006,S0651,500.0,2024-02-06,31.0
V008279,U01110,S0315,500.0,2025-03-02,53.0
V008280,U01463,S0264,500.0,2025-03-05,76.0
V008281,U01505,S0367,500.0,2025-04-20,73.0
V008282,U00033,S0125,500.0,2024-06-08,33.0
V008283,U00272,S0055,500.0,2024-08-05,32.0
V008284,U00295,S0748,138.0,2024-07-30,32.0
V008285,U00205,S0868,154.0,2024-04-11,80.0
V008286,U00797,S0693,500.0,2024-12-03,48.0
V008287,U01231,S0397,500.0,2024-11-01,91.0
V008288,U01989,S0997,126.0,2024-09-05,43.0
V008289,U01500,S0908,500.0,2025-01-17,91.0
V008290,U00489,S0786,66.0,2025-02-16,38.0
V008291,U01460,S0872,500.0,2024-09-17,16.0
V008292,U00420,S0600,219.0,2024-11-10,37.0
V008293,U01274,S0669,95.0,2024-10-21,50.0
V008294,U00107,S0276,500.0,2024-10-05,85.0
V008295,U01481,S0381,49.0,2024-02-10,23.0
V008296,U01912,S0892,500.0,2024-08-11,70.0
V008297,U00470,S0726,60.0,2024-05-09,80.0
V008298,U00301,S0928,12.0,2025-04-06,25.0
V008299,U01053,S0966,5.0,2025-04-23,56.0
V008300,U00270,S0440,500.0,2024-05-31,70.0
V008301,U00595,S0307,45.0,2024-02-21,56.0
V008302,U00047,S0617,500.0,2025-07-02,53.0
V008303,U00888,S0491,500.0,2024-08-07,82.0
V008304,U00534,S0585,500.0,2025-06-15,51.0
V008305,U00888,S0329,8.0,2024-04-01,35.0
V008306,U01982,S0693,500.0,2025-01-11,65.0
V008307,U00468,S0792,500.0,2024-08-07,37.0
V008308,U00324,S0571,500.0,2025-04-22,100.0
V008309,U00685,S0323,189.0,2024-11-18,61.0
V008310,U01127,S0251,500.0,2025-01-02,21.0
V008311,U01747,S0446,500.0,2024-10-25,13.0
V008312,U01496,S0009,500.0,2025-06-22,41.0
V008313,U01044,S0406,500.0,2024-08-26,12.0
V008314,U00604,S0089,108.0,2025-02-02,19.0
V008315,U01104,S0591,500.0,2025-01-25,88.0
V008316,U01624,S0749,207.0,2025-03-14,41.0
V008317,U01237,S0519,110.0,2025-04-21,41.0
V008318,U00006,S0858,219.0,2024-02-02,83.0
V008319,U01430,S0961,500.0,2024-03-26,100.0
V008320,U01186,S0042,121.0,2025-01-03,79.0
V008321,U01716,S0755,195.0,2024-01-15,100.0
V008322,U01180,S0347,500.0,2025-06-13,11.0
V008323,U00305,S0373,128.0,2025-04-15,34.0
V008324,U00299,S0165,123.0,2024-06-21,29.0
V008325,U00922,S0225,160.0,2025-03-07,47.0
V008326,U01095,S0948,187.0,2024-04-01,78.0
V008327,U00861,S0190,184.0,2024-06-27,76.0
V008328,U01814,S0258,500.0,2024-08-31,36.0
V008329,U00434,S0857,96.0,2024-05-11,70.0
V008330,U01809,S0983,212.0,2025-02-02,75.0
V008331,U01147,S0952,500.0,2024-06-25,84.0
V008332,U01060,S0265,500.0,2024-02-09,89.0
V008333,U01871,S0649,500.0,2024-03-20,15.0
V008334,U01087,S0043,500.0,2024-08-20,95.0
V008335,U00189,S0521,98.0,2024-08-23,44.0
